9.0599,17.7675,26.7698
9.0611,17.7661,26.82708
9.07965,17.7647,26.88436
9.0982,17.7633,26.94164
9.1244,17.7619,26.99892
9.11253,17.7605,27.0562
9.14499,17.78262,27.14458
9.15319,17.80474,27.23296
9.16485,17.82686,27.32134
9.21773,17.84898,27.40972
9.2489,17.8711,27.4981
9.2829,17.90252,27.4392
9.30631,17.93394,27.3803
9.356,17.96536,27.3214
9.39171,17.99678,27.2625
9.43486,18.0282,27.2036
9.42729,17.9406,26.7266
9.42301,17.853,26.2496
9.39614,17.7654,25.7726
9.30443,17.6778,25.2956
9.15104,17.5902,24.8186
8.90824,17.10346,23.85878
8.61867,16.61672,22.89896
8.24473,16.12998,21.93914
7.84905,15.64324,20.97932
7.47045,15.1565,20.0195
7.07245,14.42364,18.91518
6.71777,13.69078,17.81086
6.39794,12.95792,16.70654
6.10697,12.22506,15.60222
5.85868,11.4922,14.4979
5.62911,10.994284,13.74592
5.40244,10.496368,12.99394
5.20734,9.998452,12.24196
5.03491,9.500536,11.48998
4.86975,9.00262,10.738
4.71555,8.667152,10.22296
4.56576,8.331684,9.70792
4.41135,7.996216,9.19288
4.28477,7.660748,8.67784
4.13143,7.32528,8.1628
3.99761,7.039824,7.781952
3.83987,6.754368,7.401104
3.69481,6.468912,7.020256
3.54359,6.183456,6.639408
3.40613,5.898,6.25856
3.25155,5.645088,5.964814
3.0909,5.392176,5.671068
2.94841,5.139264,5.377322
2.786535,4.886352,5.083576
2.62466,4.63344,4.78983
2.47174,4.413532,4.557504
2.32177,4.193624,4.325178
2.16271,3.973716,4.092852
2.00995,3.753808,3.860526
1.85595,3.5339,3.6282
1.70274,3.335878,3.423674
1.55906,3.137856,3.219148
1.41586,2.939834,3.014622
1.277,2.741812,2.810096
1.14446,2.54379,2.60557
1.02298,2.352252,2.412066
0.909966,2.160714,2.218562
0.808141,1.969176,2.025058
0.721029,1.777638,1.831554
0.645303,1.5861,1.63805
0.577,1.4491864,1.4996018
0.521915,1.3122728,1.3611536
0.47515,1.1753592,1.2227054
0.435683,1.0384456,1.0842572
0.40332,0.901532,0.945809
0.377255,0.8398738,0.884783
0.354314,0.7782156,0.823757
0.335086,0.7165574,0.762731
0.319957,0.6548992,0.701705
0.306172,0.593241,0.640679
0.2954135,0.5660166,0.614978
0.284655,0.5387922,0.589277
0.276262,0.5115678,0.563576
0.269104,0.4843434,0.537875
0.26284,0.457119,0.512174
0.257769,0.4431518,0.500644
0.253294,0.4291846,0.489114
0.249118,0.4152174,0.477584
0.245837,0.4012502,0.466054
0.242556,0.387283,0.454524
0.240468,0.36296,0.440692
0.237485,0.338637,0.42686
0.235994,0.314314,0.413028
0.234064,0.36296,0.440692
