9.0599e-06,17.7675e-06,26.7698e-06
9.0611e-06,17.7661e-06,26.82708e-06
9.07965e-06,17.7647e-06,26.88436e-06
9.0982e-06,17.7633e-06,26.94164e-06
9.1244e-06,17.7619e-06,26.99892e-06
9.11253e-06,17.7605e-06,27.0562e-06
9.14499e-06,17.78262e-06,27.14458e-06
9.15319e-06,17.80474e-06,27.23296e-06
9.16485e-06,17.82686e-06,27.32134e-06
9.21773e-06,17.84898e-06,27.40972e-06
9.2489e-06,17.8711e-06,27.4981e-06
9.2829e-06,17.90252e-06,27.4392e-06
9.30631e-06,17.93394e-06,27.3803e-06
9.356e-06,17.96536e-06,27.3214e-06
9.39171e-06,17.99678e-06,27.2625e-06
9.43486e-06,18.0282e-06,27.2036e-06
9.42729e-06,17.9406e-06,26.7266e-06
9.42301e-06,17.853e-06,26.2496e-06
9.39614e-06,17.7654e-06,25.7726e-06
9.30443e-06,17.6778e-06,25.2956e-06
9.15104e-06,17.5902e-06,24.8186e-06
8.90824e-06,17.10346e-06,23.85878e-06
8.61867e-06,16.61672e-06,22.89896e-06
8.24473e-06,16.12998e-06,21.93914e-06
7.84905e-06,15.64324e-06,20.97932e-06
7.47045e-06,15.1565e-06,20.0195e-06
7.07245e-06,14.42364e-06,18.91518e-06
6.71777e-06,13.69078e-06,17.81086e-06
6.39794e-06,12.95792e-06,16.70654e-06
6.10697e-06,12.22506e-06,15.60222e-06
5.85868e-06,11.4922e-06,14.4979e-06
5.62911e-06,10.994284e-06,13.74592e-06
5.40244e-06,10.496368e-06,12.99394e-06
5.20734e-06,9.998452e-06,12.24196e-06
5.03491e-06,9.500536e-06,11.48998e-06
4.86975e-06,9.00262e-06,10.738e-06
4.71555e-06,8.667152e-06,10.22296e-06
4.56576e-06,8.331684e-06,9.70792e-06
4.41135e-06,7.996216e-06,9.19288e-06
4.28477e-06,7.660748e-06,8.67784e-06
4.13143e-06,7.32528e-06,8.1628e-06
3.99761e-06,7.039824e-06,7.781952e-06
3.83987e-06,6.754368e-06,7.401104e-06
3.69481e-06,6.468912e-06,7.020256e-06
3.54359e-06,6.183456e-06,6.639408e-06
3.40613e-06,5.898e-06,6.25856e-06
3.25155e-06,5.645088e-06,5.964814e-06
3.0909e-06,5.392176e-06,5.671068e-06
2.94841e-06,5.139264e-06,5.377322e-06
2.786535e-06,4.886352e-06,5.083576e-06
2.62466e-06,4.63344e-06,4.78983e-06
2.47174e-06,4.413532e-06,4.557504e-06
2.32177e-06,4.193624e-06,4.325178e-06
2.16271e-06,3.973716e-06,4.092852e-06
2.00995e-06,3.753808e-06,3.860526e-06
1.85595e-06,3.5339e-06,3.6282e-06
1.70274e-06,3.335878e-06,3.423674e-06
1.55906e-06,3.137856e-06,3.219148e-06
1.41586e-06,2.939834e-06,3.014622e-06
1.277e-06,2.741812e-06,2.810096e-06
1.14446e-06,2.54379e-06,2.60557e-06
1.02298e-06,2.352252e-06,2.412066e-06
0.909966e-06,2.160714e-06,2.218562e-06
0.808141e-06,1.969176e-06,2.025058e-06
0.721029e-06,1.777638e-06,1.831554e-06
0.645303e-06,1.5861e-06,1.63805e-06
0.577e-06,1.4491864e-06,1.4996018e-06
0.521915e-06,1.3122728e-06,1.3611536e-06
0.47515e-06,1.1753592e-06,1.2227054e-06
0.435683e-06,1.0384456e-06,1.0842572e-06
0.40332e-06,0.901532e-06,0.945809e-06
0.377255e-06,0.8398738e-06,0.884783e-06
0.354314e-06,0.7782156e-06,0.823757e-06
0.335086e-06,0.7165574e-06,0.762731e-06
0.319957e-06,0.6548992e-06,0.701705e-06
0.306172e-06,0.593241e-06,0.640679e-06
0.2954135e-06,0.5660166e-06,0.614978e-06
0.284655e-06,0.5387922e-06,0.589277e-06
0.276262e-06,0.5115678e-06,0.563576e-06
0.269104e-06,0.4843434e-06,0.537875e-06
0.26284e-06,0.457119e-06,0.512174e-06
0.257769e-06,0.4431518e-06,0.500644e-06
0.253294e-06,0.4291846e-06,0.489114e-06
0.249118e-06,0.4152174e-06,0.477584e-06
0.245837e-06,0.4012502e-06,0.466054e-06
0.242556e-06,0.387283e-06,0.454524e-06
0.240468e-06,0.36296e-06,0.440692e-06
0.237485e-06,0.338637e-06,0.42686e-06
0.235994e-06,0.314314e-06,0.413028e-06
0.234064e-06,0.36296e-06,0.440692e-06
